"Opportunity ID";"Stage Before Lost";"Created Date";"Interest";"Campus extended";"Country Aggregate";"Stage";"Last Click Channel";"Drop";"Person Account: Gender";"Close Date"
"0065J000009F82u";"Technical Interview";"20/02/2022";"DAPT";"MAD - Spain";"Spain";"Closed lost";"Organic Search";"0";"Female";"11/04/2022"
"0065J00000BRHqK";"Technical Interview";"26/05/2022";"WDFT";"BCN - Spain";"Spain";"Closed lost";"Organic Search";"0";"Male";"26/07/2022"
"0065J00000DPub2";"Technical Interview";"20/06/2023";"DAFT";"MAD - Spain";"Spain";"Closed lost";"Paid Search";"0";"Male";"21/06/2023"
"0065J00000E4GpI";"Personal Interview";"4/04/2023";"DAPT";"RMTEU - Spain";"Spain";"Closed lost";"Paid Search";"0";"";"15/06/2023"
"0065J00000BRINx";"Personal Interview";"26/05/2022";"DAFT";"BCN - Spain";"Spain";"Closed lost";"Direct";"0";"";"26/07/2022"
"0065J00000Cd0CD";"";"20/01/2023";"WDFT";"RMTEU - Spain";"Spain";"Paid Deposit";"";"0";"Male";"27/01/2023"
"0065J00000CcVsl";"";"23/12/2022";"UXFT";"BCN - Spain";"Belgium";"Paid Deposit";"";"1";"Male";"17/01/2023"
"0065J00000DPeQI";"Technical Interview";"30/05/2023";"WDPT";"BCN - Spain";"Spain";"Closed lost";"Organic Search";"0";"Male";"5/06/2023"
"0065J00000Bm5pQ";"Re-applied";"22/08/2022";"WDFT";"RMTEU - Spain";"Spain";"Closed lost";"Organic Search";"0";"";"21/09/2022"
"0065J00000BmkZI";"";"3/10/2022";"DAFT";"BCN - Spain";"Spain";"Paid Deposit";"Paid Search";"0";"Male";"3/10/2022"
"0065J00000Cc3ac";"";"21/11/2022";"WDFT";"BCN - Spain";"Spain";"Paid Deposit";"Organic Search";"0";"Male";"22/11/2022"
"0065J00000CcANZ";"";"29/11/2022";"WDFT";"RMTEU - Spain";"Spain";"ISA won on account";"";"0";"Male";"19/12/2022"
"0065J00000E43Mw";"";"20/03/2023";"DAPT";"RMTEU - Spain";"Spain";"Paid Deposit";"Paid Search";"0";"Female";"23/03/2023"
"0065J000009DkOY";"Student Agreement";"15/12/2021";"WDFT";"BCN - Spain";"Spain";"Closed lost";"Organic Search";"0";"Male";"10/01/2022"
"0065J00000CciJG";"Student Agreement";"9/01/2023";"DAFT";"MAD - Spain";"Spain";"Closed lost";"Paid Search";"0";"Male";"9/02/2023"
"0065J00000BmICV";"";"7/09/2022";"WDFT";"MAD - Spain";"Spain";"Paid Deposit";"Social";"0";"Male";"9/09/2022"
"0065J00000DOlNh";"Technical Interview";"3/05/2023";"DAFT";"MAD - Spain";"Spain";"Closed lost";"Organic Search";"0";"Female";"20/06/2023"
"0065J00000Bmrbk";"Re-applied";"11/10/2022";"UXFT";"MAD - Spain";"Spain";"Closed lost";"Paid Search";"0";"Male";"11/10/2022"
"0065J000009Ef05";"";"1/02/2022";"UXFT";"MAD - Spain";"Spain";"ISA won on account";"Organic Search";"0";"Female";"28/03/2022"
"0065J00000AwlQP";"Personal Interview";"24/03/2022";"DAFT";"RMTEU - Spain";"Spain";"Closed lost";"Direct";"0";"";"6/04/2022"
"0065J00000DPLK1";"Personal Interview";"25/05/2023";"UXFT";"RMTEU - Spain";"Spain";"Closed lost";"Direct";"0";"Male";"26/05/2023"
"0065J00000E3tJk";"Technical Interview";"9/03/2023";"DAPT";"RMTEU - Spain";"Spain";"Closed lost";"Paid Search";"0";"Female";"13/03/2023"
"0065J00000CABMZ";"Technical Interview";"7/07/2022";"UXPT";"BCN - Spain";"Spain";"Closed lost";"Paid Search";"0";"Female";"16/08/2022"
"0065J00000E3wFv";"Technical Interview";"13/03/2023";"WDFT";"RMTEU - Spain";"Spain";"Closed lost";"Paid Search";"0";"Female";"21/03/2023"
"0065J00000E3zv6";"Technical Interview";"16/03/2023";"WDPT";"MAD - Spain";"Spain";"Closed lost";"Organic Search";"0";"Male";"22/03/2023"
"0065J00000BRe9q";"";"16/06/2022";"WDFT";"BCN - Spain";"United States";"Paid Deposit";"Referral";"1";"Male";"30/06/2022"
"0065J00000CbvBh";"";"14/11/2022";"UXPT";"RMTEU - Spain";"Spain";"Paid Deposit";"Email";"0";"Male";"21/11/2022"
"0065J000009F38M";"";"16/02/2022";"WDFT";"MAD - Spain";"Spain";"Paid Deposit";"Organic Search";"0";"Male";"2/03/2022"
"0065J00000DOToo";"Technical Interview";"13/04/2023";"UXFT";"RMTEU - Spain";"Spain";"Closed lost";"Email";"0";"";"4/05/2023"
"0065J00000CA9u5";"Personal Interview";"6/07/2022";"WDFT";"BCN - Spain";"Spain";"Closed lost";"";"0";"";"11/07/2022"
"0065J00000E3thm";"";"9/03/2023";"WDPT";"MAD - Spain";"Spain";"ISA won on account";"Organic Search";"0";"Female";"16/03/2023"
"0065J00000CA3Rg";"Technical Interview";"30/06/2022";"WDPT";"BCN - Spain";"Spain";"Closed lost";"Direct";"0";"Female";"17/08/2022"
"0065J00000CdOC5";"";"13/02/2023";"DAFT";"RMTEU - Spain";"Spain";"Paid Deposit";"Paid Search";"0";"Female";"17/02/2023"
"0065J00000E40TG";"";"16/03/2023";"DAFT";"MAD - Spain";"Spain";"Paid Deposit";"";"0";"Male";"21/03/2023"
"0065J00000CACCa";"Re-applied";"8/07/2022";"DAPT";"RMTEU - Spain";"Spain";"Closed lost";"Organic Search";"0";"Female";"11/07/2022"
"0065J00000Cd1ij";"Technical Interview";"23/01/2023";"WDFT";"RMTEU - Spain";"Spain";"Closed lost";"";"0";"";"23/01/2023"
"0065J00000DPzj2";"Personal Interview";"27/06/2023";"WDPT";"BCN - Spain";"Spain";"Closed lost";"";"0";"";"29/06/2023"
"0065J00000CcAK1";"";"29/11/2022";"UXPT";"BCN - Spain";"Spain";"Paid Deposit";"Paid Search";"0";"Female";"20/01/2023"
"0065J00000BmAaG";"Student Agreement";"29/08/2022";"WDFT";"MAD - Spain";"Spain";"Closed lost";"Paid Search";"0";"Male";"2/09/2022"
"0065J00000E3pmd";"";"6/03/2023";"DAFT";"MAD - Spain";"Spain";"ISA won on account";"Organic Search";"0";"Female";"10/03/2023"
"0065J00000DOa3w";"Technical Interview";"19/04/2023";"UXFT";"BCN - Spain";"Thailand";"Closed lost";"Organic Search";"0";"Male";"27/04/2023"
"0065J00000DPg9A";"Technical Interview";"1/06/2023";"WDPT";"BCN - Spain";"Spain";"Closed lost";"Paid Search";"0";"Male";"12/06/2023"
"0065J00000Cd1bE";"";"23/01/2023";"WDFT";"RMTEU - Spain";"Spain";"Paid Deposit";"";"0";"Male";"23/01/2023"
"0065J00000E3tdL";"Technical Interview";"9/03/2023";"DAFT";"RMTEU - Spain";"Spain";"Closed lost";"Other";"0";"Male";"28/03/2023"
"0065J00000DPrSd";"Personal Interview";"16/06/2023";"UXFT";"BCN - Spain";"Spain";"Closed lost";"Paid Search";"0";"";"26/06/2023"
"0065J00000Ax6dR";"Personal Interview";"12/04/2022";"WDFT";"BCN - Spain";"Spain";"Closed lost";"Organic Search";"0";"";"19/07/2022"
"0065J00000CAEb3";"";"11/07/2022";"DAFT";"MAD - Spain";"Spain";"Paid Deposit";"Paid Search";"0";"Female";"29/07/2022"
"0065J00000CAB12";"Student Agreement";"7/07/2022";"DAPT";"MAD - Spain";"Spain";"Closed lost";"Email";"0";"Male";"24/08/2022"
"0065J00000BR81G";"Personal Interview";"17/05/2022";"WDFT";"BCN - Spain";"Spain";"Closed lost";"Paid Search";"0";"";"26/05/2022"
"0065J00000Bm1AO";"";"16/08/2022";"WDFT";"BCN - Spain";"Spain";"Paid Deposit";"Email";"0";"Male";"22/08/2022"
"0065J00000BHQqs";"Personal Interview";"27/06/2022";"WDFT";"MAD - Spain";"Spain";"Closed lost";"Organic Search";"0";"";"12/08/2022"
"0065J00000E43P6";"Personal Interview";"20/03/2023";"UXPT";"MAD - Spain";"Spain";"Closed lost";"Organic Search";"0";"";"22/03/2023"
"0065J000009Dh9Q";"Student Agreement";"13/12/2021";"UXFT";"BCN - Spain";"Spain";"Closed lost";"Referral";"0";"Male";"25/05/2022"
"0065J00000AxB9I";"";"18/04/2022";"WDFT";"MAD - Spain";"Spain";"ISA won on account";"Organic Search";"0";"Male";"27/07/2022"
"0065J00000BRVkl";"Technical Interview";"8/06/2022";"UXPT";"MAD - Spain";"Netherlands";"Closed lost";"";"0";"Male";"8/07/2022"
"0065J000009ElyW";"Technical Interview";"6/02/2022";"WDPT";"RMTEU - Spain";"Spain";"Closed lost";"Organic Search";"0";"Female";"24/02/2022"
"0065J000009EdDj";"";"31/01/2022";"WDPT";"BCN - Spain";"Spain";"Paid Deposit";"Organic Search";"0";"Male";"15/02/2022"
"0065J00000CcRPN";"";"16/12/2022";"DAPT";"MAD - Spain";"Spain";"Paid Deposit";"Other";"0";"Male";"22/12/2022"
"0065J00000CbXiW";"Technical Interview";"28/10/2022";"UXFT";"BCN - Spain";"Spain";"Closed lost";"Referral";"0";"Female";"14/12/2022"
"0065J00000BRERb";"";"23/05/2022";"DAFT";"BCN - Spain";"Spain";"Paid Deposit";"Paid Search";"1";"Male";"7/06/2022"
"0065J00000DOiPa";"Technical Interview";"28/04/2023";"DAFT";"RMTEU - Spain";"Spain";"Closed lost";"";"0";"Female";"23/05/2023"
"0065J000009EDcx";"Personal Interview";"13/01/2022";"WDPT";"RMTEU - Spain";"Spain";"Closed lost";"Referral";"0";"Male";"31/01/2022"
"0065J00000BmOLE";"";"14/09/2022";"DAFT";"MAD - Spain";"Spain";"Paid Deposit";"Direct";"0";"Female";"21/09/2022"
"0065J00000E3phs";"Personal Interview";"6/03/2023";"UXPT";"RMTEU - Spain";"Spain";"Closed lost";"Email";"0";"Female";"7/03/2023"
"0065J00000BlxPf";"Student Agreement";"10/08/2022";"UXFT";"RMTEU - Spain";"Spain";"Closed lost";"Email";"0";"Female";"30/08/2022"
"0065J00000E45Lp";"Personal Interview";"22/03/2023";"CYFT";"RMTEU - Spain";"Spain";"Closed lost";"Referral";"0";"";"30/03/2023"
"0065J00000CcJQ3";"Personal Interview";"7/12/2022";"UXFT";"RMTEU - Spain";"Spain";"Closed lost";"Other";"0";"";"16/12/2022"
"0065J00000BRHN3";"Personal Interview";"25/05/2022";"WDPT";"MAD - Spain";"Canada";"Closed lost";"";"0";"";"24/06/2022"
"0065J00000E3oEu";"";"3/03/2023";"DAFT";"BCN - Spain";"Spain";"Paid Deposit";"Direct";"0";"Male";"22/03/2023"
"0065J00000AxBKF";"Technical Interview";"18/04/2022";"WDPT";"MAD - Spain";"Argentina";"Closed lost";"";"0";"Female";"19/05/2022"
"0065J000009Eiqq";"";"3/02/2022";"WDPT";"BCN - Spain";"Spain";"Paid Deposit";"Organic Search";"0";"Male";"7/03/2022"
"0065J00000BtQad";"Technical Interview";"22/06/2022";"UXFT";"MAD - Spain";"Spain";"Closed lost";"Organic Search";"0";"Female";"20/07/2022"
"0065J00000Blz8w";"";"12/08/2022";"WDFT";"RMTEU - Spain";"Spain";"ISA won on account";"Email";"1";"Male";"25/08/2022"
"0065J000009EDnR";"Technical Interview";"13/01/2022";"UXPT";"BCN - Spain";"Spain";"Closed lost";"Paid Search";"0";"Female";"1/03/2022"
"0065J00000BQqPf";"";"3/05/2022";"WDFT";"RMTEU - Spain";"Spain";"Paid Deposit";"Organic Search";"0";"Male";"23/05/2022"
"0065J00000E3czy";"Personal Interview";"21/02/2023";"UXFT";"MAD - Spain";"Spain";"Closed lost";"Direct";"0";"";"23/03/2023"
"0065J000009FWAc";"";"9/03/2022";"UXFT";"BCN - Spain";"Spain";"Paid Deposit";"Paid Search";"0";"Female";"12/04/2022"
"0065J00000E3yQw";"Technical Interview";"15/03/2023";"WDFT";"BCN - Spain";"Spain";"Closed lost";"Paid Search";"0";"Male";"4/04/2023"
"0065J000009Epop";"Personal Interview";"8/02/2022";"WDFT";"RMTEU - Spain";"Spain";"Closed lost";"Paid Search";"0";"";"15/02/2022"
"0065J00000CbqS1";"Personal Interview";"10/11/2022";"UXFT";"MAD - Spain";"Spain";"Closed lost";"Paid Search";"0";"";"15/11/2022"
"0065J000009EiV9";"Personal Interview";"3/02/2022";"DAPT";"MAD - Spain";"Spain";"Closed lost";"Other";"0";"Male";"11/03/2022"
"0065J00000AxCbY";"Personal Interview";"19/04/2022";"WDFT";"RMTEU - Spain";"Spain";"Closed lost";"Referral";"0";"";"26/05/2022"
"0065J00000E3tt9";"";"9/03/2023";"WDFT";"MAD - Spain";"Spain";"Paid Deposit";"";"0";"Female";"15/03/2023"
"0065J00000CcVJ7";"Technical Interview";"22/12/2022";"WDPT";"RMTEU - Spain";"Spain";"Closed lost";"Organic Search";"0";"Female";"2/01/2023"
"0065J00000Cbbxu";"";"2/11/2022";"UXFT";"BCN - Spain";"Spain";"ISA won on account";"";"0";"Male";"1/12/2022"
"0065J00000BRUuB";"Personal Interview";"8/06/2022";"CYPT";"MAD - Spain";"Spain";"Closed lost";"";"0";"Male";"27/07/2022"
"0065J00000DPdkl";"";"29/05/2023";"DAFT";"BCN - Spain";"Spain";"Paid Deposit";"Organic Search";"0";"Female";"31/05/2023"
"0065J00000E4GXJ";"";"4/04/2023";"DAFT";"RMTEU - Spain";"Spain";"Paid Deposit";"Direct";"1";"Female";"18/04/2023"
"0065J000009EEvW";"";"14/01/2022";"WDPT";"BCN - Spain";"Spain";"Paid Deposit";"Paid Search";"0";"Male";"27/01/2022"
"0065J00000CcjZA";"Personal Interview";"10/01/2023";"WDFT";"RMTEU - Spain";"Spain";"Closed lost";"Organic Search";"0";"";"23/01/2023"
"0065J00000DPjbg";"";"7/06/2023";"CYFT";"RMTEU - Spain";"Spain";"Paid Deposit";"";"0";"Male";"9/06/2023"
"0065J00000Ax1Ej";"Student Agreement";"7/04/2022";"DAPT";"RMTEU - Spain";"Spain";"Closed lost";"Other";"0";"Male";"27/04/2022"
"0065J00000Blmxs";"Technical Interview";"28/07/2022";"WDPT";"RMTEU - Spain";"Spain";"Closed lost";"Paid Search";"0";"Female";"2/08/2022"
"0065J00000E3WFE";"Personal Interview";"14/02/2023";"UXPT";"BCN - Spain";"Spain";"Closed lost";"Direct";"0";"Female";"14/02/2023"
"0065J00000E44g3";"";"21/03/2023";"DAPT";"RMTEU - Spain";"Spain";"Paid Deposit";"Paid Search";"0";"Male";"23/03/2023"
"0065J00000CdIY3";"";"7/02/2023";"WDFT";"RMTEU - Spain";"Spain";"Paid Deposit";"Paid Search";"0";"Female";"14/02/2023"
"0065J00000CAHsb";"";"14/07/2022";"UXPT";"MAD - Spain";"Spain";"ISA won on account";"Organic Search";"0";"Female";"17/08/2022"
"0065J00000E49uA";"Personal Interview";"27/03/2023";"WDPT";"BCN - Spain";"Spain";"Closed lost";"Paid Search";"0";"";"28/03/2023"
"0065J00000E3qOD";"Technical Interview";"6/03/2023";"WDPT";"RMTEU - Spain";"Spain";"Closed lost";"Social";"0";"Female";"9/03/2023"
"0065J000009ErUt";"Personal Interview";"9/02/2022";"UXPT";"BCN - Spain";"Spain";"Closed lost";"Organic Search";"0";"";"17/02/2022"
"0065J00000E479X";"Personal Interview";"23/03/2023";"UXPT";"BCN - Spain";"Spain";"Closed lost";"";"0";"Female";"29/03/2023"
"0065J00000CclTd";"Student Agreement";"11/01/2023";"CYPT";"RMTEU - Spain";"Spain";"Closed lost";"Email";"0";"Female";"14/02/2023"
"0065J00000Btlk3";"Student Agreement";"19/07/2022";"DAFT";"MAD - Spain";"Spain";"Closed lost";"Email";"0";"Male";"28/07/2022"
"0065J00000E3bmn";"Student Agreement";"20/02/2023";"UXFT";"MAD - Spain";"Spain";"Closed lost";"";"0";"Female";"1/03/2023"
"0065J00000DOyr1";"Personal Interview";"23/05/2023";"DAPT";"BCN - Spain";"Spain";"Closed lost";"Paid Search";"0";"";"23/05/2023"
"0065J00000AwuCp";"";"1/04/2022";"WDFT";"MAD - Spain";"Spain";"Paid Deposit";"";"0";"Female";"18/04/2022"
"0065J00000CdD6R";"Technical Interview";"1/02/2023";"WDFT";"BCN - Spain";"Spain";"Closed lost";"Paid Search";"0";"Female";"8/02/2023"
"0065J00000CbqFg";"";"10/11/2022";"DAFT";"RMTEU - Spain";"Spain";"Paid Deposit";"";"0";"Male";"28/11/2022"
"0065J00000E3wX6";"";"13/03/2023";"WDFT";"RMTEU - Spain";"Spain";"Paid Deposit";"Paid Search";"0";"Female";"14/03/2023"
"0065J00000DPhtw";"";"5/06/2023";"WDPT";"RMTEU - Spain";"Spain";"Paid Deposit";"Organic Search";"0";"Male";"8/06/2023"
"0065J00000E4A58";"";"27/03/2023";"DAPT";"MAD - Spain";"Spain";"Paid Deposit";"Paid Search";"0";"Male";"11/04/2023"
"0065J00000E4FT6";"";"3/04/2023";"UXFT";"MAD - Spain";"Spain";"Paid Deposit";"Direct";"0";"Female";"16/05/2023"
"0065J000009EQsm";"Personal Interview";"22/01/2022";"WDFT";"RMTEU - Spain";"Spain";"Closed lost";"Referral";"0";"";"1/02/2022"
"0065J00000AxKEd";"Technical Interview";"26/04/2022";"DAPT";"MAD - Spain";"Spain";"Closed lost";"";"0";"Female";"29/06/2022"
"0065J00000CbkjQ";"";"7/11/2022";"DAPT";"BCN - Spain";"Spain";"Paid Deposit";"Paid Search";"0";"Male";"15/11/2022"
"0065J00000DOhdg";"Student Agreement";"27/04/2023";"WDFT";"RMTEU - Spain";"Spain";"Closed lost";"";"0";"";"31/05/2023"
"0065J00000E3uj0";"Student Agreement";"10/03/2023";"DAFT";"BCN - Spain";"Spain";"Closed lost";"Paid Search";"0";"Male";"29/03/2023"
"0065J00000BRH3N";"";"25/05/2022";"UXFT";"MAD - Spain";"Spain";"Paid Deposit";"Paid Search";"0";"Female";"6/06/2022"
"0065J00000CcNFi";"";"12/12/2022";"WDPT";"MAD - Spain";"Spain";"Paid Deposit";"Paid Search";"0";"";"14/12/2022"
"0065J00000BmrZZ";"Personal Interview";"11/10/2022";"DAPT";"RMTEU - Spain";"Spain";"Closed lost";"Other";"0";"Female";"11/10/2022"
"0065J00000BRaCu";"Technical Interview";"13/06/2022";"WDPT";"RMTEU - Spain";"Spain";"Closed lost";"Other";"0";"Female";"2/08/2022"
"0065J000009Df8l";"Student Agreement";"10/12/2021";"UXFT";"BCN - Spain";"Spain";"Closed lost";"Organic Search";"0";"Female";"10/01/2022"
"0065J00000BtoER";"Student Agreement";"22/07/2022";"UXFT";"MAD - Spain";"Spain";"Closed lost";"";"0";"Male";"10/08/2022"
"0065J00000CdJOf";"";"7/02/2023";"DAFT";"MAD - Spain";"Spain";"Paid Deposit";"Paid Search";"0";"Female";"16/02/2023"
"0065J00000BmGpZ";"Student Agreement";"6/09/2022";"UXFT";"MAD - Spain";"Spain";"Closed lost";"Organic Search";"0";"Male";"20/09/2022"
"0065J000009EoZt";"Personal Interview";"8/02/2022";"WDFT";"BCN - Spain";"Spain";"Closed lost";"Organic Search";"0";"Male";"21/02/2022"
"0065J00000Blta3";"";"4/08/2022";"WDFT";"BCN - Spain";"Spain";"Paid Deposit";"Organic Search";"0";"Male";"9/09/2022"
"0065J00000BHQTd";"Personal Interview";"27/06/2022";"WDPT";"BCN - Spain";"Cuba";"Closed lost";"Social";"0";"";"2/09/2022"
"0065J00000Cbiyi";"Re-applied";"5/11/2022";"DAPT";"MAD - Spain";"Spain";"Closed lost";"";"0";"Male";"8/11/2022"
"0065J000009FTPH";"";"7/03/2022";"WDFT";"BCN - Spain";"Spain";"Paid Deposit";"Paid Search";"0";"Female";"9/03/2022"
"0065J00000BmK0W";"Technical Interview";"9/09/2022";"WDPT";"BCN - Spain";"Spain";"Closed lost";"Email";"0";"Male";"19/09/2022"
"0065J00000DOSPG";"Personal Interview";"11/04/2023";"UXFT";"RMTEU - Spain";"Spain";"Closed lost";"Email";"0";"Male";"11/04/2023"
"0065J000009FUPB";"Student Agreement";"8/03/2022";"DAPT";"BCN - Spain";"Spain";"Closed lost";"Referral";"0";"Male";"26/05/2022"
"0065J00000E4Due";"Student Agreement";"31/03/2023";"UXPT";"RMTEU - Spain";"Spain";"Closed lost";"Paid Search";"0";"Female";"17/04/2023"
"0065J00000E4Beo";"Personal Interview";"29/03/2023";"UXPT";"MAD - Spain";"Portugal";"Closed lost";"Email";"0";"";"4/05/2023"
"0065J00000CcO2L";"Student Agreement";"13/12/2022";"WDFT";"BCN - Spain";"Spain";"Closed lost";"Organic Search";"0";"";"24/01/2023"
"0065J00000DOq9L";"Personal Interview";"10/05/2023";"UXFT";"MAD - Spain";"Spain";"Closed lost";"Email";"0";"";"23/05/2023"
"0065J000009EdUQ";"";"31/01/2022";"WDFT";"BCN - Spain";"Spain";"Paid Deposit";"";"0";"Male";"17/02/2022"
"0065J000009FBfj";"";"22/02/2022";"DAFT";"MAD - Spain";"Spain";"Paid Deposit";"Email";"0";"Male";"7/03/2022"
"0065J00000BmQwM";"Student Agreement";"15/09/2022";"WDPT";"BCN - Spain";"Spain";"Closed lost";"Paid Search";"0";"Female";"22/09/2022"
"0065J00000CbrOt";"Re-applied";"10/11/2022";"DAFT";"RMTEU - Spain";"Spain";"Closed lost";"";"0";"Male";"16/11/2022"
"0065J00000CczAV";"Student Agreement";"19/01/2023";"UXPT";"MAD - Spain";"Spain";"Closed lost";"Organic Search";"0";"Female";"31/01/2023"
"0065J00000BmHO7";"Student Agreement";"6/09/2022";"WDFT";"BCN - Spain";"Gambia";"Closed lost";"Direct";"0";"Male";"4/11/2022"
"0065J00000DOr2G";"Student Agreement";"11/05/2023";"DAFT";"RMTEU - Spain";"Spain";"Closed lost";"Paid Search";"0";"Male";"12/06/2023"
"0065J00000DOhKZ";"Personal Interview";"27/04/2023";"UXFT";"RMTEU - Spain";"Spain";"Closed lost";"Referral";"0";"";"17/05/2023"
"0065J00000CdEMQ";"Technical Interview";"2/02/2023";"CYFT";"RMTEU - Spain";"Spain";"Closed lost";"";"0";"Male";"4/05/2023"
"0065J00000CA49i";"";"30/06/2022";"WDPT";"RMTEU - Spain";"Spain";"Paid Deposit";"Organic Search";"0";"Male";"22/08/2022"
"0065J00000BRMkq";"Personal Interview";"31/05/2022";"WDFT";"MAD - Spain";"";"Closed lost";"";"0";"";"29/06/2022"
"0065J00000BRRL7";"Personal Interview";"4/06/2022";"WDPT";"MAD - Spain";"Spain";"Closed lost";"Paid Search";"0";"";"1/08/2022"
"0065J00000Bmb85";"Technical Interview";"21/09/2022";"DAPT";"BCN - Spain";"Spain";"Closed lost";"Organic Search";"0";"Female";"28/09/2022"
"0065J00000BRAQS";"Technical Interview";"19/05/2022";"DAPT";"RMTEU - Spain";"Spain";"Closed lost";"Paid Search";"0";"Male";"14/06/2022"
"0065J00000Cbei7";"Technical Interview";"3/11/2022";"WDFT";"MAD - Spain";"Spain";"Closed lost";"Paid Search";"0";"Male";"20/12/2022"
"0065J000009E6tt";"";"7/01/2022";"WDFT";"MAD - Spain";"Spain";"Paid Deposit";"Organic Search";"0";"Female";"28/01/2022"
"0065J00000DOiJX";"Personal Interview";"28/04/2023";"UXPT";"RMTEU - Spain";"Spain";"Closed lost";"";"0";"Female";"28/04/2023"
"0065J00000CcYSr";"Personal Interview";"29/12/2022";"WDPT";"RMTEU - Spain";"Spain";"Closed lost";"Paid Search";"0";"";"31/01/2023"
"0065J000009E97i";"Personal Interview";"10/01/2022";"WDPT";"MAD - Spain";"Mexico";"Closed lost";"Direct";"0";"Female";"9/02/2022"
"0065J00000Ax6hs";"";"12/04/2022";"WDPT";"RMTEU - Spain";"Spain";"Paid Deposit";"Paid Search";"0";"Male";"20/04/2022"
"0065J00000BRF6o";"Technical Interview";"24/05/2022";"CYPT";"RMTEU - Spain";"Spain";"Closed lost";"";"0";"Female";"30/05/2022"
"0065J00000Cc826";"Personal Interview";"25/11/2022";"UXFT";"BCN - Spain";"Spain";"Closed lost";"";"0";"";"25/11/2022"
"0065J00000BRaVI";"Technical Interview";"13/06/2022";"WDPT";"MAD - Spain";"Spain";"Closed lost";"Paid Search";"0";"Male";"26/07/2022"
"0065J000009FDDG";"Personal Interview";"23/02/2022";"CYFT";"MAD - Spain";"Spain";"Closed lost";"Paid Search";"0";"";"15/03/2022"
"0065J00000AwkC2";"Personal Interview";"23/03/2022";"DAFT";"BCN - Spain";"Nigeria";"Closed lost";"Email";"0";"Male";"31/03/2022"
"0065J00000BmcZD";"";"22/09/2022";"WDPT";"BCN - Spain";"Spain";"Paid Deposit";"Paid Search";"0";"Male";"26/09/2022"
"0065J00000DOiLd";"Student Agreement";"28/04/2023";"DAFT";"BCN - Spain";"Spain";"Closed lost";"Email";"0";"Female";"18/05/2023"
"0065J00000CcPEm";"Personal Interview";"14/12/2022";"WDFT";"RMTEU - Spain";"Spain";"Closed lost";"Other";"0";"Male";"14/12/2022"
"0065J00000Cd77D";"";"27/01/2023";"UXFT";"MAD - Spain";"Spain";"ISA won on account";"Paid Search";"0";"Female";"16/03/2023"
"0065J00000Ax6ci";"";"12/04/2022";"UXFT";"RMTEU - Spain";"Spain";"ISA won on account";"Paid Search";"0";"Male";"12/05/2022"
"0065J00000Cd4zg";"Personal Interview";"25/01/2023";"DAPT";"MAD - Spain";"Spain";"Closed lost";"Direct";"0";"";"25/01/2023"
"0065J00000BRBr5";"Personal Interview";"20/05/2022";"UXFT";"MAD - Spain";"Nigeria";"Closed lost";"Referral";"0";"Male";"9/06/2022"
"0065J00000BlyVB";"Technical Interview";"11/08/2022";"DAPT";"BCN - Spain";"Spain";"Closed lost";"Organic Search";"0";"Male";"30/08/2022"
"0065J00000CA3vW";"";"30/06/2022";"UXPT";"BCN - Spain";"Spain";"Paid Deposit";"Paid Search";"0";"Male";"26/08/2022"
"0065J00000BmKJO";"Re-applied";"9/09/2022";"UXFT";"RMTEU - Spain";"Spain";"Closed lost";"";"0";"Female";"12/09/2022"
"0065J00000E3tvo";"Personal Interview";"9/03/2023";"WDFT";"RMTEU - Spain";"Spain";"Closed lost";"Organic Search";"0";"Male";"9/03/2023"
"0065J00000BQrOs";"";"4/05/2022";"WDPT";"RMTEU - Spain";"Spain";"Paid Deposit";"";"0";"Female";"27/06/2022"
"0065J000009F5p0";"Personal Interview";"18/02/2022";"WDPT";"RMTEU - Spain";"Spain";"Closed lost";"Paid Search";"0";"";"30/03/2022"
"0065J00000CcttP";"Student Agreement";"17/01/2023";"UXPT";"MAD - Spain";"Spain";"Closed lost";"Paid Search";"0";"Male";"6/02/2023"
"0065J00000CAEPH";"";"11/07/2022";"WDFT";"RMTEU - Spain";"Spain";"Paid Deposit";"Direct";"0";"Male";"18/07/2022"
"0065J00000DOeUR";"Technical Interview";"24/04/2023";"DAFT";"BCN - Spain";"Spain";"Closed lost";"Email";"0";"Male";"11/05/2023"
"0065J00000CdDRK";"Technical Interview";"1/02/2023";"WDFT";"RMTEU - Spain";"Spain";"Closed lost";"";"0";"";"31/03/2023"
"0065J00000Bmcfa";"";"22/09/2022";"UXFT";"BCN - Spain";"Spain";"Paid Deposit";"";"0";"Male";"14/10/2022"
"0065J000009EoVS";"Technical Interview";"8/02/2022";"UXPT";"MAD - Spain";"Spain";"Closed lost";"Paid Search";"0";"Female";"21/02/2022"
"0065J000009Eblh";"Technical Interview";"30/01/2022";"WDPT";"BCN - Spain";"Spain";"Closed lost";"Paid Search";"0";"Female";"14/03/2022"
"0065J00000CdOaq";"Technical Interview";"13/02/2023";"DAFT";"MAD - Spain";"Spain";"Closed lost";"Paid Search";"0";"Female";"20/02/2023"
"0065J00000DOcaO";"Technical Interview";"21/04/2023";"UXFT";"BCN - Spain";"Spain";"Closed lost";"Organic Search";"0";"Female";"26/04/2023"
"0065J00000CdGow";"";"6/02/2023";"WDFT";"MAD - Spain";"Spain";"Paid Deposit";"";"0";"Male";"8/02/2023"
